Taxa,Metabolite,Potential Score
Allokutzneria,L-Kynurenine,2.010548e-05
Allosalinactinospora,L-Kynurenine,2.010548e-05
Altererythrobacter,L-Kynurenine,2.010548e-05
Alterileibacterium,L-Kynurenine,2.010548e-05
Alysiella,L-Kynurenine,2.010548e-05
Amantichitinum,L-Kynurenine,2.010548e-05
Aminiphilus,L-Kynurenine,2.010548e-05
Aminobacter,L-Kynurenine,2.010548e-05
Aminomonas,L-Kynurenine,2.010548e-05
Amorphus,L-Kynurenine,2.010548e-05
Amphiplicatus,L-Kynurenine,2.010548e-05
Amylolactobacillus,L-Kynurenine,2.010548e-05
Anaeroarcus,L-Kynurenine,2.010548e-05
Anaerobium,L-Kynurenine,2.010548e-05
Anaerobranca,L-Kynurenine,2.010548e-05
Anaeromassilibacillus,L-Kynurenine,2.010548e-05
Anaerophaga,L-Kynurenine,2.010548e-05
Anaerosalibacter,L-Kynurenine,2.010548e-05
Anaerosphaera,L-Kynurenine,2.010548e-05
Anaerosporomusa,L-Kynurenine,2.010548e-05
Anaerovibrio,L-Kynurenine,2.010548e-05
Anaerovirgula,L-Kynurenine,2.010548e-05
Anaerovorax,L-Kynurenine,2.010548e-05
Ancylobacter,L-Kynurenine,2.010548e-05
Anditalea,L-Kynurenine,2.010548e-05
Andreesenia,L-Kynurenine,2.010548e-05
Angelakisella,L-Kynurenine,2.010548e-05
Antarctobacter,L-Kynurenine,2.010548e-05
Aphanizomenon,L-Kynurenine,2.010548e-05
Apibacter,L-Kynurenine,2.010548e-05
Aquabacterium,L-Kynurenine,2.010548e-05
Aquaspirillum,L-Kynurenine,2.010548e-05
Aquiflexum,L-Kynurenine,2.010548e-05
Aquimixticola,L-Kynurenine,2.010548e-05
Aquimonas,L-Kynurenine,2.010548e-05
Aquincola,L-Kynurenine,2.010548e-05
Aquisalimonas,L-Kynurenine,2.010548e-05
Aquitalea,L-Kynurenine,2.010548e-05
Arabia,L-Kynurenine,2.010548e-05
Arachidicoccus,L-Kynurenine,2.010548e-05
Archangium,L-Kynurenine,2.010548e-05
Ardenticatena,L-Kynurenine,2.010548e-05
Arenitalea,L-Kynurenine,2.010548e-05
Arhodomonas,L-Kynurenine,2.010548e-05
Arsenicibacter,L-Kynurenine,2.010548e-05
Arsenicicoccus,L-Kynurenine,2.010548e-05
Arthrospira,L-Kynurenine,2.010548e-05
Asaccharospora,L-Kynurenine,2.010548e-05
Asanoa,L-Kynurenine,2.010548e-05
Asticcacaulis,L-Kynurenine,2.010548e-05
Atopobacter,L-Kynurenine,2.010548e-05
Atopococcus,L-Kynurenine,2.010548e-05
Atopostipes,L-Kynurenine,2.010548e-05
Auraticoccus,L-Kynurenine,2.010548e-05
Auricoccus,L-Kynurenine,2.010548e-05
Austwickia,L-Kynurenine,2.010548e-05
Azoarcus,L-Kynurenine,2.010548e-05
Azonexus,L-Kynurenine,2.010548e-05
Azospira,L-Kynurenine,2.010548e-05
Azovibrio,L-Kynurenine,2.010548e-05
Balneatrix,L-Kynurenine,2.010548e-05
Balneola,L-Kynurenine,2.010548e-05
Bariatricus,L-Kynurenine,2.010548e-05
Basilea,L-Kynurenine,2.010548e-05
Bauldia,L-Kynurenine,2.010548e-05
Bavariicoccus,L-Kynurenine,2.010548e-05
Beduini,L-Kynurenine,2.010548e-05
Bellilinea,L-Kynurenine,2.010548e-05
Bergeriella,L-Kynurenine,2.010548e-05
Bergeyella,L-Kynurenine,2.010548e-05
Bernardetia,L-Kynurenine,2.010548e-05
Bibersteinia,L-Kynurenine,2.010548e-05
Bittarella,L-Kynurenine,2.010548e-05
Blastochloris,L-Kynurenine,2.010548e-05
Blastopirellula,L-Kynurenine,2.010548e-05
Boudabousia,L-Kynurenine,2.010548e-05
Brenneria,L-Kynurenine,2.010548e-05
Brevefilum,L-Kynurenine,2.010548e-05
Brevinema,L-Kynurenine,2.010548e-05
Brevirhabdus,L-Kynurenine,2.010548e-05
Bryobacter,L-Kynurenine,2.010548e-05
Buchananella,L-Kynurenine,2.010548e-05
Budvicia,L-Kynurenine,2.010548e-05
Buttiauxella,L-Kynurenine,2.010548e-05
Caecibacter,L-Kynurenine,2.010548e-05
Caenibacillus,L-Kynurenine,2.010548e-05
Caenispirillum,L-Kynurenine,2.010548e-05
Caldalkalibacillus,L-Kynurenine,2.010548e-05
Caldanaerovirga,L-Kynurenine,2.010548e-05
Calderihabitans,L-Kynurenine,2.010548e-05
Caldibacillus,L-Kynurenine,2.010548e-05
Caldicoprobacter,L-Kynurenine,2.010548e-05
Caldilinea,L-Kynurenine,2.010548e-05
Caldimicrobium,L-Kynurenine,2.010548e-05
Caldimonas,L-Kynurenine,2.010548e-05
Caldisalinibacter,L-Kynurenine,2.010548e-05
Caldisericum,L-Kynurenine,2.010548e-05
Calditerricola,L-Kynurenine,2.010548e-05
Calditerrivibrio,L-Kynurenine,2.010548e-05
Caloranaerobacter,L-Kynurenine,2.010548e-05
Candidatus_Kinetoplastibacterium,L-Kynurenine,2.010548e-05
Candidatus_Protochlamydia,L-Kynurenine,2.010548e-05
Carboxydocella,L-Kynurenine,2.010548e-05
Carnimonas,L-Kynurenine,2.010548e-05
Catalinimonas,L-Kynurenine,2.010548e-05
Catelliglobosispora,L-Kynurenine,2.010548e-05
Catenuloplanes,L-Kynurenine,2.010548e-05
Caviibacter,L-Kynurenine,2.010548e-05
Cecembia,L-Kynurenine,2.010548e-05
Cellulophaga,L-Kynurenine,2.010548e-05
Centipeda,L-Kynurenine,2.010548e-05
Cesiribacter,L-Kynurenine,2.010548e-05
Chamaesiphon,L-Kynurenine,2.010548e-05
Chelatococcus,L-Kynurenine,2.010548e-05
Chelonobacter,L-Kynurenine,2.010548e-05
Chishuiella,L-Kynurenine,2.010548e-05
Chitinibacter,L-Kynurenine,2.010548e-05
Chitiniphilus,L-Kynurenine,2.010548e-05
Chitinivibrio,L-Kynurenine,2.010548e-05
Chloracidobacterium,L-Kynurenine,2.010548e-05
Chlorogloeopsis,L-Kynurenine,2.010548e-05
Chondromyces,L-Kynurenine,2.010548e-05
Chroococcidiopsis,L-Kynurenine,2.010548e-05
Chroogloeocystis,L-Kynurenine,2.010548e-05
Chryseolinea,L-Kynurenine,2.010548e-05
Chrysiogenes,L-Kynurenine,2.010548e-05
Chthoniobacter,L-Kynurenine,2.010548e-05
Chthonomonas,L-Kynurenine,2.010548e-05
Citreimonas,L-Kynurenine,2.010548e-05
Clostridiisalibacter,L-Kynurenine,2.010548e-05
Cnuella,L-Kynurenine,2.010548e-05
Cnuibacter,L-Kynurenine,2.010548e-05
Cognatishimia,L-Kynurenine,2.010548e-05
Cohaesibacter,L-Kynurenine,2.010548e-05
Coleofasciculus,L-Kynurenine,2.010548e-05
Colibacter,L-Kynurenine,2.010548e-05
Collimonas,L-Kynurenine,2.010548e-05
Commensalibacter,L-Kynurenine,2.010548e-05
Congregibacter,L-Kynurenine,2.010548e-05
Corallococcus,L-Kynurenine,2.010548e-05
Coriobacterium,L-Kynurenine,2.010548e-05
Couchioplanes,L-Kynurenine,2.010548e-05
Crenobacter,L-Kynurenine,2.010548e-05
Crenothrix,L-Kynurenine,2.010548e-05
Criblamydia,L-Kynurenine,2.010548e-05
Cribrihabitans,L-Kynurenine,2.010548e-05
Crinalium,L-Kynurenine,2.010548e-05
Croceitalea,L-Kynurenine,2.010548e-05
Crocinitomix,L-Kynurenine,2.010548e-05
Crocosphaera,L-Kynurenine,2.010548e-05
Crossiella,L-Kynurenine,2.010548e-05
Cucumibacter,L-Kynurenine,2.010548e-05
Culturomica,L-Kynurenine,2.010548e-05
Cyanobacterium,L-Kynurenine,2.010548e-05
Cyanobium,L-Kynurenine,2.010548e-05
Cycloclasticus,L-Kynurenine,2.010548e-05
Cylindrospermopsis,L-Kynurenine,2.010548e-05
Cylindrospermum,L-Kynurenine,2.010548e-05
Cystobacter,L-Kynurenine,2.010548e-05
Dactylococcopsis,L-Kynurenine,2.010548e-05
Dactylosporangium,L-Kynurenine,2.010548e-05
Dakarella,L-Kynurenine,2.010548e-05
Dasania,L-Kynurenine,2.010548e-05
Deefgea,L-Kynurenine,2.010548e-05
Deferribacter,L-Kynurenine,2.010548e-05
Deferrisoma,L-Kynurenine,2.010548e-05
Defluviimonas,L-Kynurenine,2.010548e-05
Defluviitalea,L-Kynurenine,2.010548e-05
Defluviitoga,L-Kynurenine,2.010548e-05
Dehalobacter,L-Kynurenine,2.010548e-05
Dehalobacterium,L-Kynurenine,2.010548e-05
Demetria,L-Kynurenine,2.010548e-05
Dendrosporobacter,L-Kynurenine,2.010548e-05
Denitrobacterium,L-Kynurenine,2.010548e-05
Denitrovibrio,L-Kynurenine,2.010548e-05
Dermabacter,L-Kynurenine,2.010548e-05
Dermatophilus,L-Kynurenine,2.010548e-05
Desemzia,L-Kynurenine,2.010548e-05
Desnuesiella,L-Kynurenine,2.010548e-05
Desulfamplus,L-Kynurenine,2.010548e-05
Desulfarculus,L-Kynurenine,2.010548e-05
Desulfatibacillum,L-Kynurenine,2.010548e-05
Desulfatiglans,L-Kynurenine,2.010548e-05
Desulfatirhabdium,L-Kynurenine,2.010548e-05
Desulfatitalea,L-Kynurenine,2.010548e-05
Desulfitibacter,L-Kynurenine,2.010548e-05
Desulfobacca,L-Kynurenine,2.010548e-05
Desulfobacula,L-Kynurenine,2.010548e-05
Desulfocapsa,L-Kynurenine,2.010548e-05
Desulfocarbo,L-Kynurenine,2.010548e-05
Desulfocurvibacter,L-Kynurenine,2.010548e-05
Desulfocurvus,L-Kynurenine,2.010548e-05
Desulfofustis,L-Kynurenine,2.010548e-05
Desulfohalotomaculum,L-Kynurenine,2.010548e-05
Desulfohalovibrio,L-Kynurenine,2.010548e-05
Desulfoluna,L-Kynurenine,2.010548e-05
Desulfomonile,L-Kynurenine,2.010548e-05
Desulfonatronospira,L-Kynurenine,2.010548e-05
Desulfonauticus,L-Kynurenine,2.010548e-05
Desulfonispora,L-Kynurenine,2.010548e-05
Desulfopila,L-Kynurenine,2.010548e-05
Desulfoplanes,L-Kynurenine,2.010548e-05
Desulforegula,L-Kynurenine,2.010548e-05
Desulforhopalus,L-Kynurenine,2.010548e-05
Desulfosarcina,L-Kynurenine,2.010548e-05
Desulfospira,L-Kynurenine,2.010548e-05
Desulfotignum,L-Kynurenine,2.010548e-05
Desulfovermiculus,L-Kynurenine,2.010548e-05
Desulfovirgula,L-Kynurenine,2.010548e-05
Desulfurispirillum,L-Kynurenine,2.010548e-05
Desulfurispora,L-Kynurenine,2.010548e-05
Desulfuromusa,L-Kynurenine,2.010548e-05
Dethiobacter,L-Kynurenine,2.010548e-05
Dethiosulfatarculus,L-Kynurenine,2.010548e-05
Devriesea,L-Kynurenine,2.010548e-05
Diaphorobacter,L-Kynurenine,2.010548e-05
Dissulfuribacter,L-Kynurenine,2.010548e-05
Dokdonella,L-Kynurenine,2.010548e-05
Dolichospermum,L-Kynurenine,2.010548e-05
Dolosicoccus,L-Kynurenine,2.010548e-05
Donghicola,L-Kynurenine,2.010548e-05
Draconibacterium,L-Kynurenine,2.010548e-05
Dubosiella,L-Kynurenine,2.010548e-05
Duganella,L-Kynurenine,2.010548e-05
Duodenibacillus,L-Kynurenine,2.010548e-05
Edaphobacillus,L-Kynurenine,2.010548e-05
Edaphobacter,L-Kynurenine,2.010548e-05
Effusibacillus,L-Kynurenine,2.010548e-05
Eisenibacter,L-Kynurenine,2.010548e-05
Elioraea,L-Kynurenine,2.010548e-05
Elizabethkingia,L-Kynurenine,2.010548e-05
Elstera,L-Kynurenine,2.010548e-05
Embleya,L-Kynurenine,2.010548e-05
Empedobacter,L-Kynurenine,2.010548e-05
Endomicrobium,L-Kynurenine,2.010548e-05
Enhydrobacter,L-Kynurenine,2.010548e-05
Enteractinococcus,L-Kynurenine,2.010548e-05
Enterorhabdus,L-Kynurenine,2.010548e-05
Eremococcus,L-Kynurenine,2.010548e-05
Ethanoligenens,L-Kynurenine,2.010548e-05
Euryhalocaulis,L-Kynurenine,2.010548e-05
Ezakiella,L-Kynurenine,2.010548e-05
Ferrimicrobium,L-Kynurenine,2.010548e-05
Ferrithrix,L-Kynurenine,2.010548e-05
Ferrovum,L-Kynurenine,2.010548e-05
Fervidicella,L-Kynurenine,2.010548e-05
Fervidicola,L-Kynurenine,2.010548e-05
Fibrella,L-Kynurenine,2.010548e-05
Fibrisoma,L-Kynurenine,2.010548e-05
Filimonas,L-Kynurenine,2.010548e-05
Filomicrobium,L-Kynurenine,2.010548e-05
Fimbriiglobus,L-Kynurenine,2.010548e-05
Fimbriimonas,L-Kynurenine,2.010548e-05
Fischerella,L-Kynurenine,2.010548e-05
Flammeovirga,L-Kynurenine,2.010548e-05
Flavimobilis,L-Kynurenine,2.010548e-05
Flavisolibacter,L-Kynurenine,2.010548e-05
Flectobacillus,L-Kynurenine,2.010548e-05
Flexibacter,L-Kynurenine,2.010548e-05
Flexilinea,L-Kynurenine,2.010548e-05
Flexistipes,L-Kynurenine,2.010548e-05
Flexithrix,L-Kynurenine,2.010548e-05
Fluviicola,L-Kynurenine,2.010548e-05
Fodinicurvata,L-Kynurenine,2.010548e-05
Fontibacillus,L-Kynurenine,2.010548e-05
Formivibrio,L-Kynurenine,2.010548e-05
Fortiea,L-Kynurenine,2.010548e-05
Franconibacter,L-Kynurenine,2.010548e-05
Friedmanniella,L-Kynurenine,2.010548e-05
Frischella,L-Kynurenine,2.010548e-05
Fuerstia,L-Kynurenine,2.010548e-05
Galbibacter,L-Kynurenine,2.010548e-05
Gallaecimonas,L-Kynurenine,2.010548e-05
Gallionella,L-Kynurenine,2.010548e-05
Garciella,L-Kynurenine,2.010548e-05
Gayadomonas,L-Kynurenine,2.010548e-05
Gelidibacter,L-Kynurenine,2.010548e-05
Geminicoccus,L-Kynurenine,2.010548e-05
Geminisphaera,L-Kynurenine,2.010548e-05
Geminocystis,L-Kynurenine,2.010548e-05
Gemmata,L-Kynurenine,2.010548e-05
Geofilum,L-Kynurenine,2.010548e-05
Geopsychrobacter,L-Kynurenine,2.010548e-05
Geosporobacter,L-Kynurenine,2.010548e-05
Geothrix,L-Kynurenine,2.010548e-05
Geotoga,L-Kynurenine,2.010548e-05
Giesbergeria,L-Kynurenine,2.010548e-05
Gilliamella,L-Kynurenine,2.010548e-05
Gimesia,L-Kynurenine,2.010548e-05
Glaciibacter,L-Kynurenine,2.010548e-05
Globicatella,L-Kynurenine,2.010548e-05
Gorillibacterium,L-Kynurenine,2.010548e-05
Gracilimonas,L-Kynurenine,2.010548e-05
Granulicoccus,L-Kynurenine,2.010548e-05
Granulosicoccus,L-Kynurenine,2.010548e-05
Gryllotalpicola,L-Kynurenine,2.010548e-05
Gulbenkiania,L-Kynurenine,2.010548e-05
Gynuella,L-Kynurenine,2.010548e-05
Haematobacter,L-Kynurenine,2.010548e-05
Haematomicrobium,L-Kynurenine,2.010548e-05
Halalkalibacillus,L-Kynurenine,2.010548e-05
Halarsenatibacter,L-Kynurenine,2.010548e-05
Haliea,L-Kynurenine,2.010548e-05
Haliscomenobacter,L-Kynurenine,2.010548e-05
Haloactinobacterium,L-Kynurenine,2.010548e-05
Halobacteriovorax,L-Kynurenine,2.010548e-05
Halobacteroides,L-Kynurenine,2.010548e-05
Haloglycomyces,L-Kynurenine,2.010548e-05
Halomicronema,L-Kynurenine,2.010548e-05
Halonatronum,L-Kynurenine,2.010548e-05
Haloplasma,L-Kynurenine,2.010548e-05
Halotalea,L-Kynurenine,2.010548e-05
Halpernia,L-Kynurenine,2.010548e-05
Hamadaea,L-Kynurenine,2.010548e-05
Hathewaya,L-Kynurenine,2.010548e-05
Hellea,L-Kynurenine,2.010548e-05
Herpetosiphon,L-Kynurenine,2.010548e-05
Holophaga,L-Kynurenine,2.010548e-05
Holzapfelia,L-Kynurenine,2.010548e-05
Hugenholtzia,L-Kynurenine,2.010548e-05
Humibacter,L-Kynurenine,2.010548e-05
Hyalangium,L-Kynurenine,2.010548e-05
Hydrobacter,L-Kynurenine,2.010548e-05
Hydrogenibacillus,L-Kynurenine,2.010548e-05
Hylemonella,L-Kynurenine,2.010548e-05
Ideonella,L-Kynurenine,2.010548e-05
Idiomarina,L-Kynurenine,2.010548e-05
Ignatzschineria,L-Kynurenine,2.010548e-05
Ignavibacterium,L-Kynurenine,2.010548e-05
Ignavigranum,L-Kynurenine,2.010548e-05
Ileibacterium,L-Kynurenine,2.010548e-05
Ilyobacter,L-Kynurenine,2.010548e-05
Imhoffiella,L-Kynurenine,2.010548e-05
Immundisolibacter,L-Kynurenine,2.010548e-05
Indibacter,L-Kynurenine,2.010548e-05
Insolitispirillum,L-Kynurenine,2.010548e-05
Isobaculum,L-Kynurenine,2.010548e-05
Isosphaera,L-Kynurenine,2.010548e-05
Izhakiella,L-Kynurenine,2.010548e-05
Janthinobacterium,L-Kynurenine,2.010548e-05
Jatrophihabitans,L-Kynurenine,2.010548e-05
Jejuia,L-Kynurenine,2.010548e-05
Jeotgalibaca,L-Kynurenine,2.010548e-05
Johnsonella,L-Kynurenine,2.010548e-05
Jonquetella,L-Kynurenine,2.010548e-05
Joostella,L-Kynurenine,2.010548e-05
Kamptonema,L-Kynurenine,2.010548e-05
Kineosphaera,L-Kynurenine,2.010548e-05
Kiritimatiella,L-Kynurenine,2.010548e-05
Kozakia,L-Kynurenine,2.010548e-05
Krasilnikoviella,L-Kynurenine,2.010548e-05
Kribbia,L-Kynurenine,2.010548e-05
Kriegella,L-Kynurenine,2.010548e-05
Kroppenstedtia,L-Kynurenine,2.010548e-05
Ktedonobacter,L-Kynurenine,2.010548e-05
Kutzneria,L-Kynurenine,2.010548e-05
Labilibacter,L-Kynurenine,2.010548e-05
Lacimicrobium,L-Kynurenine,2.010548e-05
Lacticigenium,L-Kynurenine,2.010548e-05
Lacunisphaera,L-Kynurenine,2.010548e-05
Lamprocystis,L-Kynurenine,2.010548e-05
Lawsonella,L-Kynurenine,2.010548e-05
Leeia,L-Kynurenine,2.010548e-05
Lentibacter,L-Kynurenine,2.010548e-05
Lentimicrobium,L-Kynurenine,2.010548e-05
Leptolinea,L-Kynurenine,2.010548e-05
Leptonema,L-Kynurenine,2.010548e-05
Leucothrix,L-Kynurenine,2.010548e-05
Levilinea,L-Kynurenine,2.010548e-05
Liberibacter,L-Kynurenine,2.010548e-05
Lihuaxuella,L-Kynurenine,2.010548e-05
Limimonas,L-Kynurenine,2.010548e-05
Limnochorda,L-Kynurenine,2.010548e-05
Limnohabitans,L-Kynurenine,2.010548e-05
Limnoraphis,L-Kynurenine,2.010548e-05
Litorimicrobium,L-Kynurenine,2.010548e-05
Longilinea,L-Kynurenine,2.010548e-05
Longispora,L-Kynurenine,2.010548e-05
Lonsdalea,L-Kynurenine,2.010548e-05
Luminiphilus,L-Kynurenine,2.010548e-05
Lunatimonas,L-Kynurenine,2.010548e-05
Luteibacter,L-Kynurenine,2.010548e-05
Lutibaculum,L-Kynurenine,2.010548e-05
Lutimaribacter,L-Kynurenine,2.010548e-05
Lutispora,L-Kynurenine,2.010548e-05
Macrococcus,L-Kynurenine,2.010548e-05
Mahella,L-Kynurenine,2.010548e-05
Malaciobacter,L-Kynurenine,2.010548e-05
Maledivibacter,L-Kynurenine,2.010548e-05
Malonomonas,L-Kynurenine,2.010548e-05
Mameliella,L-Kynurenine,2.010548e-05
Mangrovibacter,L-Kynurenine,2.010548e-05
Mannheimia,L-Kynurenine,2.010548e-05
Maribacter,L-Kynurenine,2.010548e-05
Maribius,L-Kynurenine,2.010548e-05
Maricaulis,L-Kynurenine,2.010548e-05
Marichromatium,L-Kynurenine,2.010548e-05
Marinactinospora,L-Kynurenine,2.010548e-05
Marinibacterium,L-Kynurenine,2.010548e-05
Mariniblastus,L-Kynurenine,2.010548e-05
Marinifilum,L-Kynurenine,2.010548e-05
Marinilabilia,L-Kynurenine,2.010548e-05
Marinimicrobium,L-Kynurenine,2.010548e-05
Mariniphaga,L-Kynurenine,2.010548e-05
Mariniradius,L-Kynurenine,2.010548e-05
Marinithermus,L-Kynurenine,2.010548e-05
Marinococcus,L-Kynurenine,2.010548e-05
Marinovum,L-Kynurenine,2.010548e-05
Marisediminitalea,L-Kynurenine,2.010548e-05
Maritalea,L-Kynurenine,2.010548e-05
Maritimibacter,L-Kynurenine,2.010548e-05
Marivirga,L-Kynurenine,2.010548e-05
Mastigocladopsis,L-Kynurenine,2.010548e-05
Mastigocladus,L-Kynurenine,2.010548e-05
Mastigocoleus,L-Kynurenine,2.010548e-05
Melaminivora,L-Kynurenine,2.010548e-05
Melghirimyces,L-Kynurenine,2.010548e-05
Melioribacter,L-Kynurenine,2.010548e-05
Melissococcus,L-Kynurenine,2.010548e-05
Mesoaciditoga,L-Kynurenine,2.010548e-05
Mesoflavibacter,L-Kynurenine,2.010548e-05
Mesonia,L-Kynurenine,2.010548e-05
Mesotoga,L-Kynurenine,2.010548e-05
Methylobrevis,L-Kynurenine,2.010548e-05
Methylocaldum,L-Kynurenine,2.010548e-05
Methylocapsa,L-Kynurenine,2.010548e-05
Methyloceanibacter,L-Kynurenine,2.010548e-05
Methyloferula,L-Kynurenine,2.010548e-05
Methyloglobulus,L-Kynurenine,2.010548e-05
Methylohalobius,L-Kynurenine,2.010548e-05
Methyloligella,L-Kynurenine,2.010548e-05
Methylomarinum,L-Kynurenine,2.010548e-05
Methyloprofundus,L-Kynurenine,2.010548e-05
Methylosarcina,L-Kynurenine,2.010548e-05
Methylosinus,L-Kynurenine,2.010548e-05
Methylovulum,L-Kynurenine,2.010548e-05
Microbispora,L-Kynurenine,2.010548e-05
Microscilla,L-Kynurenine,2.010548e-05
Microterricola,L-Kynurenine,2.010548e-05
Millisia,L-Kynurenine,2.010548e-05
Mitsuaria,L-Kynurenine,2.010548e-05
Mizugakiibacter,L-Kynurenine,2.010548e-05
Mobilicoccus,L-Kynurenine,2.010548e-05
Moheibacter,L-Kynurenine,2.010548e-05
Moorea,L-Kynurenine,2.010548e-05
Mucinivorans,L-Kynurenine,2.010548e-05
Mucispirillum,L-Kynurenine,2.010548e-05
Muribacter,L-Kynurenine,2.010548e-05
Mycetohabitans,L-Kynurenine,2.010548e-05
Natribacillus,L-Kynurenine,2.010548e-05
Natronohydrobacter,L-Kynurenine,2.010548e-05
Ndongobacter,L-Kynurenine,2.010548e-05
Necropsobacter,L-Kynurenine,2.010548e-05
Neoasaia,L-Kynurenine,2.010548e-05
Neokomagataea,L-Kynurenine,2.010548e-05
Neomegalonema,L-Kynurenine,2.010548e-05
Neomicrococcus,L-Kynurenine,2.010548e-05
Neorhizobium,L-Kynurenine,2.010548e-05
Nereida,L-Kynurenine,2.010548e-05
Nesiotobacter,L-Kynurenine,2.010548e-05
Niameybacter,L-Kynurenine,2.010548e-05
Nigerium,L-Kynurenine,2.010548e-05
Nisaea,L-Kynurenine,2.010548e-05
Nissabacter,L-Kynurenine,2.010548e-05
Nitratifractor,L-Kynurenine,2.010548e-05
Nitriliruptor,L-Kynurenine,2.010548e-05
Nitrococcus,L-Kynurenine,2.010548e-05
Nitrolancea,L-Kynurenine,2.010548e-05
Nitrosovibrio,L-Kynurenine,2.010548e-05
Nitrospina,L-Kynurenine,2.010548e-05
Nitrospirillum,L-Kynurenine,2.010548e-05
Niveispirillum,L-Kynurenine,2.010548e-05
Nodosilinea,L-Kynurenine,2.010548e-05
Nodularia,L-Kynurenine,2.010548e-05
Novibacillus,L-Kynurenine,2.010548e-05
Novispirillum,L-Kynurenine,2.010548e-05
Novosphingopyxis,L-Kynurenine,2.010548e-05
Obesumbacterium,L-Kynurenine,2.010548e-05
Oblitimonas,L-Kynurenine,2.010548e-05
Occidentia,L-Kynurenine,2.010548e-05
Oceanibacterium,L-Kynurenine,2.010548e-05
Oceanicella,L-Kynurenine,2.010548e-05
Oceanicoccus,L-Kynurenine,2.010548e-05
Oceanimonas,L-Kynurenine,2.010548e-05
Oceaniovalibus,L-Kynurenine,2.010548e-05
Oceanithermus,L-Kynurenine,2.010548e-05
Oceanivirga,L-Kynurenine,2.010548e-05
Oceanobacter,L-Kynurenine,2.010548e-05
Oceanococcus,L-Kynurenine,2.010548e-05
Oerskovia,L-Kynurenine,2.010548e-05
Ohtaekwangia,L-Kynurenine,2.010548e-05
Okibacterium,L-Kynurenine,2.010548e-05
Olegusella,L-Kynurenine,2.010548e-05
Oleibacter,L-Kynurenine,2.010548e-05
Oleiphilus,L-Kynurenine,2.010548e-05
Oleispira,L-Kynurenine,2.010548e-05
Olleya,L-Kynurenine,2.010548e-05
Orientia,L-Kynurenine,2.010548e-05
Ornatilinea,L-Kynurenine,2.010548e-05
Ornithinimicrobium,L-Kynurenine,2.010548e-05
Ornithobacterium,L-Kynurenine,2.010548e-05
Orrella,L-Kynurenine,2.010548e-05
Oscillochloris,L-Kynurenine,2.010548e-05
Ottowia,L-Kynurenine,2.010548e-05
Oxobacter,L-Kynurenine,2.010548e-05
Pacificibacter,L-Kynurenine,2.010548e-05
Paenalcaligenes,L-Kynurenine,2.010548e-05
Paenirhodobacter,L-Kynurenine,2.010548e-05
Pajaroellobacter,L-Kynurenine,2.010548e-05
Palleronia,L-Kynurenine,2.010548e-05
Paludibacter,L-Kynurenine,2.010548e-05
Paludibacterium,L-Kynurenine,2.010548e-05
Paludisphaera,L-Kynurenine,2.010548e-05
Pannonibacter,L-Kynurenine,2.010548e-05
Parachlamydia,L-Kynurenine,2.010548e-05
Paramaledivibacter,L-Kynurenine,2.010548e-05
Paramesorhizobium,L-Kynurenine,2.010548e-05
Paraoerskovia,L-Kynurenine,2.010548e-05
Pararheinheimera,L-Kynurenine,2.010548e-05
Parasaccharibacter,L-Kynurenine,2.010548e-05
Parolsenella,L-Kynurenine,2.010548e-05
Paucisalibacillus,L-Kynurenine,2.010548e-05
Pedosphaera,L-Kynurenine,2.010548e-05
Pelagerythrobacter,L-Kynurenine,2.010548e-05
Pelagibaca,L-Kynurenine,2.010548e-05
Pelagicola,L-Kynurenine,2.010548e-05
Pelagirhabdus,L-Kynurenine,2.010548e-05
Pelomonas,L-Kynurenine,2.010548e-05
Pelosinus,L-Kynurenine,2.010548e-05
Petrimonas,L-Kynurenine,2.010548e-05
Phaeodactylibacter,L-Kynurenine,2.010548e-05
Phaseolibacter,L-Kynurenine,2.010548e-05
Phormidesmis,L-Kynurenine,2.010548e-05
Photorhabdus,L-Kynurenine,2.010548e-05
Phycisphaera,L-Kynurenine,2.010548e-05
Pilibacter,L-Kynurenine,2.010548e-05
Piscibacillus,L-Kynurenine,2.010548e-05
Planctomicrobium,L-Kynurenine,2.010548e-05
Planifilum,L-Kynurenine,2.010548e-05
Planktomarina,L-Kynurenine,2.010548e-05
Planktotalea,L-Kynurenine,2.010548e-05
Planobispora,L-Kynurenine,2.010548e-05
Planomonospora,L-Kynurenine,2.010548e-05
Plantibacter,L-Kynurenine,2.010548e-05
Plesiocystis,L-Kynurenine,2.010548e-05
Pleurocapsa,L-Kynurenine,2.010548e-05
Polymorphum,L-Kynurenine,2.010548e-05
Pontibaca,L-Kynurenine,2.010548e-05
Poseidonibacter,L-Kynurenine,2.010548e-05
Pricia,L-Kynurenine,2.010548e-05
Prochlorothrix,L-Kynurenine,2.010548e-05
Prolixibacter,L-Kynurenine,2.010548e-05
Promicromonospora,L-Kynurenine,2.010548e-05
Propionicicella,L-Kynurenine,2.010548e-05
Propionispira,L-Kynurenine,2.010548e-05
Propionispora,L-Kynurenine,2.010548e-05
Propionivibrio,L-Kynurenine,2.010548e-05
Prosthecobacter,L-Kynurenine,2.010548e-05
Prosthecomicrobium,L-Kynurenine,2.010548e-05
Proteiniborus,L-Kynurenine,2.010548e-05
Proteiniclasticum,L-Kynurenine,2.010548e-05
Proteiniphilum,L-Kynurenine,2.010548e-05
Proteocatella,L-Kynurenine,2.010548e-05
